week,meantemp,begin_date,week_year,week_inyear
704,18.5,1870-07-15,28-1870,28
705,18.5,1870-07-22,29-1870,29
706,18.5,1870-07-29,30-1870,30
707,15.8,1870-08-01,31-1870,31
708,15.8,1870-08-08,32-1870,32
709,15.8,1870-08-15,33-1870,33
710,15.8,1870-08-22,34-1870,34
711,11.8,1870-09-01,35-1870,35
712,11.8,1870-09-08,36-1870,36
713,11.8,1870-09-15,37-1870,37
714,11.8,1870-09-22,38-1870,38
715,11.8,1870-09-29,39-1870,39
716,8.1,1870-10-01,40-1870,40
717,8.1,1870-10-08,41-1870,41
718,8.1,1870-10-15,42-1870,42
719,8.1,1870-10-22,43-1870,43
720,4.9,1870-11-01,44-1870,44
721,4.9,1870-11-08,45-1870,45
722,4.9,1870-11-15,46-1870,46
723,4.9,1870-11-22,47-1870,47
724,-5,1870-12-01,48-1870,48
725,-5,1870-12-08,49-1870,49
726,-5,1870-12-15,50-1870,50
727,-5,1870-12-22,51-1870,51
728,-5,1870-12-29,52-1870,52
729,-4.8,1871-01-01,1-1871,1
730,-4.8,1871-01-08,2-1871,2
731,-4.8,1871-01-15,3-1871,3
732,-4.8,1871-01-22,4-1871,4
733,0.1,1871-02-01,5-1871,5
734,0.1,1871-02-08,6-1871,6
735,0.1,1871-02-15,7-1871,7
736,0.1,1871-02-22,8-1871,8
737,5.4,1871-03-01,9-1871,9
738,5.4,1871-03-08,10-1871,10
739,5.4,1871-03-15,11-1871,11
740,5.4,1871-03-22,12-1871,12
741,7,1871-04-01,13-1871,13
742,7,1871-04-08,14-1871,14
743,7,1871-04-15,15-1871,15
744,7,1871-04-22,16-1871,16
745,7,1871-04-29,17-1871,17
746,9.5,1871-05-01,18-1871,18
747,9.5,1871-05-08,19-1871,19
748,9.5,1871-05-15,20-1871,20
749,9.5,1871-05-22,21-1871,21
750,13.1,1871-06-01,22-1871,22
751,13.1,1871-06-08,23-1871,23
752,13.1,1871-06-15,24-1871,24
753,13.1,1871-06-22,25-1871,25
754,17.8,1871-07-01,26-1871,26
755,17.8,1871-07-08,27-1871,27
756,17.8,1871-07-15,28-1871,28
757,17.8,1871-07-22,29-1871,29
758,17.8,1871-07-29,30-1871,30
759,17.2,1871-08-01,31-1871,31
760,17.2,1871-08-08,32-1871,32
761,17.2,1871-08-15,33-1871,33
762,17.2,1871-08-22,34-1871,34
763,13.7,1871-09-01,35-1871,35
764,13.7,1871-09-08,36-1871,36
765,13.7,1871-09-15,37-1871,37
766,13.7,1871-09-22,38-1871,38
767,13.7,1871-09-29,39-1871,39
768,6.7,1871-10-01,40-1871,40
769,6.7,1871-10-08,41-1871,41
770,6.7,1871-10-15,42-1871,42
771,6.7,1871-10-22,43-1871,43
772,1,1871-11-01,44-1871,44
773,1,1871-11-08,45-1871,45
774,1,1871-11-15,46-1871,46
775,1,1871-11-22,47-1871,47
776,-3.4,1871-12-01,48-1871,48
777,-3.4,1871-12-08,49-1871,49
778,-3.4,1871-12-15,50-1871,50
779,-3.4,1871-12-22,51-1871,51
780,-3.4,1871-12-29,52-1871,52
781,1.4,1872-01-01,1-1872,1
782,1.4,1872-01-08,2-1872,2
783,1.4,1872-01-15,3-1872,3
784,1.4,1872-01-22,4-1872,4
785,2.8,1872-02-01,5-1872,5
786,2.8,1872-02-08,6-1872,6
787,2.8,1872-02-15,7-1872,7
788,2.8,1872-02-22,8-1872,8
789,5.2,1872-03-01,9-1872,9
790,5.2,1872-03-08,10-1872,10
791,5.2,1872-03-15,11-1872,11
792,5.2,1872-03-22,12-1872,12
793,5.2,1872-03-29,13-1872,13
794,9.6,1872-04-01,14-1872,14
795,9.6,1872-04-08,15-1872,15
796,9.6,1872-04-15,16-1872,16
797,9.6,1872-04-22,17-1872,17
798,12.8,1872-05-01,18-1872,18
799,12.8,1872-05-08,19-1872,19
800,12.8,1872-05-15,20-1872,20
801,12.8,1872-05-22,21-1872,21
802,15.8,1872-06-01,22-1872,22
803,15.8,1872-06-08,23-1872,23
804,15.8,1872-06-15,24-1872,24
805,15.8,1872-06-22,25-1872,25
806,15.8,1872-06-29,26-1872,26
807,18.2,1872-07-01,27-1872,27
808,18.2,1872-07-08,28-1872,28
809,18.2,1872-07-15,29-1872,29
810,18.2,1872-07-22,30-1872,30
811,15.6,1872-08-01,31-1872,31
812,15.6,1872-08-08,32-1872,32
813,15.6,1872-08-15,33-1872,33
814,15.6,1872-08-22,34-1872,34
815,14.7,1872-09-01,35-1872,35
816,14.7,1872-09-08,36-1872,36
817,14.7,1872-09-15,37-1872,37
818,14.7,1872-09-22,38-1872,38
819,14.7,1872-09-29,39-1872,39
820,9.2,1872-10-01,40-1872,40
821,9.2,1872-10-08,41-1872,41
822,9.2,1872-10-15,42-1872,42
823,9.2,1872-10-22,43-1872,43
824,6.7,1872-11-01,44-1872,44
825,6.7,1872-11-08,45-1872,45
826,6.7,1872-11-15,46-1872,46
827,6.7,1872-11-22,47-1872,47
828,3.6,1872-12-01,48-1872,48
829,3.6,1872-12-08,49-1872,49
830,3.6,1872-12-15,50-1872,50
831,3.6,1872-12-22,51-1872,51
832,3.6,1872-12-29,52-1872,52
833,3.8,1873-01-01,1-1873,1
834,3.8,1873-01-08,2-1873,2
835,3.8,1873-01-15,3-1873,3
836,3.8,1873-01-22,4-1873,4
837,-0.1,1873-02-01,5-1873,5
838,-0.1,1873-02-08,6-1873,6
839,-0.1,1873-02-15,7-1873,7
840,-0.1,1873-02-22,8-1873,8
841,4.9,1873-03-01,9-1873,9
842,4.9,1873-03-08,10-1873,10
843,4.9,1873-03-15,11-1873,11
844,4.9,1873-03-22,12-1873,12
845,6.6,1873-04-01,13-1873,13
846,6.6,1873-04-08,14-1873,14
847,6.6,1873-04-15,15-1873,15
848,6.6,1873-04-22,16-1873,16
849,6.6,1873-04-29,17-1873,17
850,9.9,1873-05-01,18-1873,18
851,9.9,1873-05-08,19-1873,19
852,9.9,1873-05-15,20-1873,20
853,9.9,1873-05-22,21-1873,21
854,16.7,1873-06-01,22-1873,22
855,16.7,1873-06-08,23-1873,23
856,16.7,1873-06-15,24-1873,24
857,16.7,1873-06-22,25-1873,25
858,18.9,1873-07-01,26-1873,26
859,18.9,1873-07-08,27-1873,27
860,18.9,1873-07-15,28-1873,28
861,18.9,1873-07-22,29-1873,29
862,18.9,1873-07-29,30-1873,30
863,17.7,1873-08-01,31-1873,31
864,17.7,1873-08-08,32-1873,32
865,17.7,1873-08-15,33-1873,33
866,17.7,1873-08-22,34-1873,34
867,12.6,1873-09-01,35-1873,35
868,12.6,1873-09-08,36-1873,36
869,12.6,1873-09-15,37-1873,37
870,12.6,1873-09-22,38-1873,38
871,12.6,1873-09-29,39-1873,39
872,9.8,1873-10-01,40-1873,40
873,9.8,1873-10-08,41-1873,41
874,9.8,1873-10-15,42-1873,42
875,9.8,1873-10-22,43-1873,43
876,4.6,1873-11-01,44-1873,44
877,4.6,1873-11-08,45-1873,45
878,4.6,1873-11-15,46-1873,46
879,4.6,1873-11-22,47-1873,47
880,1.8,1873-12-01,48-1873,48
881,1.8,1873-12-08,49-1873,49
882,1.8,1873-12-15,50-1873,50
883,1.8,1873-12-22,51-1873,51
884,1.8,1873-12-29,52-1873,52
885,2.4,1874-01-01,1-1874,1
886,2.4,1874-01-08,2-1874,2
887,2.4,1874-01-15,3-1874,3
888,2.4,1874-01-22,4-1874,4
889,0.7,1874-02-01,5-1874,5
890,0.7,1874-02-08,6-1874,6
891,0.7,1874-02-15,7-1874,7
892,0.7,1874-02-22,8-1874,8
893,4.1,1874-03-01,9-1874,9
894,4.1,1874-03-08,10-1874,10
895,4.1,1874-03-15,11-1874,11
896,4.1,1874-03-22,12-1874,12
897,9.2,1874-04-01,13-1874,13
898,9.2,1874-04-08,14-1874,14
899,9.2,1874-04-15,15-1874,15
900,9.2,1874-04-22,16-1874,16
901,9.2,1874-04-29,17-1874,17
902,9.2,1874-05-01,18-1874,18
903,9.2,1874-05-08,19-1874,19
904,9.2,1874-05-15,20-1874,20
905,9.2,1874-05-22,21-1874,21
906,15.5,1874-06-01,22-1874,22
907,15.5,1874-06-08,23-1874,23
908,15.5,1874-06-15,24-1874,24
909,15.5,1874-06-22,25-1874,25
910,19.1,1874-07-01,26-1874,26
911,19.1,1874-07-08,27-1874,27
912,19.1,1874-07-15,28-1874,28
913,19.1,1874-07-22,29-1874,29
914,19.1,1874-07-29,30-1874,30
915,15.3,1874-08-01,31-1874,31
916,15.3,1874-08-08,32-1874,32
917,15.3,1874-08-15,33-1874,33
918,15.3,1874-08-22,34-1874,34
919,15.1,1874-09-01,35-1874,35
920,15.1,1874-09-08,36-1874,36
921,15.1,1874-09-15,37-1874,37
922,15.1,1874-09-22,38-1874,38
923,15.1,1874-09-29,39-1874,39
924,9.6,1874-10-01,40-1874,40
925,9.6,1874-10-08,41-1874,41
926,9.6,1874-10-15,42-1874,42
927,9.6,1874-10-22,43-1874,43
928,1.7,1874-11-01,44-1874,44
929,1.7,1874-11-08,45-1874,45
930,1.7,1874-11-15,46-1874,46
931,1.7,1874-11-22,47-1874,47
932,-1.1,1874-12-01,48-1874,48
933,-1.1,1874-12-08,49-1874,49
934,-1.1,1874-12-15,50-1874,50
935,-1.1,1874-12-22,51-1874,51
936,-1.1,1874-12-29,52-1874,52
937,2.4,1875-01-01,1-1875,1
938,2.4,1875-01-08,2-1875,2
939,2.4,1875-01-15,3-1875,3
940,2.4,1875-01-22,4-1875,4
941,-3.2,1875-02-01,5-1875,5
942,-3.2,1875-02-08,6-1875,6
943,-3.2,1875-02-15,7-1875,7
944,-3.2,1875-02-22,8-1875,8
945,0.9,1875-03-01,9-1875,9
946,0.9,1875-03-08,10-1875,10
947,0.9,1875-03-15,11-1875,11
948,0.9,1875-03-22,12-1875,12
949,7.2,1875-04-01,13-1875,13
950,7.2,1875-04-08,14-1875,14
951,7.2,1875-04-15,15-1875,15
952,7.2,1875-04-22,16-1875,16
953,7.2,1875-04-29,17-1875,17
954,13.1,1875-05-01,18-1875,18
955,13.1,1875-05-08,19-1875,19
956,13.1,1875-05-15,20-1875,20
957,13.1,1875-05-22,21-1875,21
958,17.3,1875-06-01,22-1875,22
959,17.3,1875-06-08,23-1875,23
960,17.3,1875-06-15,24-1875,24
961,17.3,1875-06-22,25-1875,25
962,17.7,1875-07-01,26-1875,26
963,17.7,1875-07-08,27-1875,27
964,17.7,1875-07-15,28-1875,28
965,17.7,1875-07-22,29-1875,29
966,17.7,1875-07-29,30-1875,30
967,18.8,1875-08-01,31-1875,31
968,18.8,1875-08-08,32-1875,32
969,18.8,1875-08-15,33-1875,33
970,18.8,1875-08-22,34-1875,34
971,13,1875-09-01,35-1875,35
972,13,1875-09-08,36-1875,36
973,13,1875-09-15,37-1875,37
974,13,1875-09-22,38-1875,38
975,13,1875-09-29,39-1875,39
976,6.8,1875-10-01,40-1875,40
977,6.8,1875-10-08,41-1875,41
978,6.8,1875-10-15,42-1875,42
979,6.8,1875-10-22,43-1875,43
980,2.7,1875-11-01,44-1875,44
981,2.7,1875-11-08,45-1875,45
982,2.7,1875-11-15,46-1875,46
983,2.7,1875-11-22,47-1875,47
984,-1.3,1875-12-01,48-1875,48
985,-1.3,1875-12-08,49-1875,49
986,-1.3,1875-12-15,50-1875,50
987,-1.3,1875-12-22,51-1875,51
988,-1.3,1875-12-29,52-1875,52
989,-2.6,1876-01-01,1-1876,1
990,-2.6,1876-01-08,2-1876,2
991,-2.6,1876-01-15,3-1876,3
992,-2.6,1876-01-22,4-1876,4
993,1.4,1876-02-01,5-1876,5
994,1.4,1876-02-08,6-1876,6
995,1.4,1876-02-15,7-1876,7
996,1.4,1876-02-22,8-1876,8
997,4.1,1876-03-01,9-1876,9
998,4.1,1876-03-08,10-1876,10
999,4.1,1876-03-15,11-1876,11
1000,4.1,1876-03-22,12-1876,12
1001,4.1,1876-03-29,13-1876,13
1002,8.3,1876-04-01,14-1876,14
1003,8.3,1876-04-08,15-1876,15
1004,8.3,1876-04-15,16-1876,16
1005,8.3,1876-04-22,17-1876,17
1006,9.2,1876-05-01,18-1876,18
1007,9.2,1876-05-08,19-1876,19
1008,9.2,1876-05-15,20-1876,20
1009,9.2,1876-05-22,21-1876,21
1010,16.4,1876-06-01,22-1876,22
1011,16.4,1876-06-08,23-1876,23
1012,16.4,1876-06-15,24-1876,24
1013,16.4,1876-06-22,25-1876,25
1014,16.4,1876-06-29,26-1876,26
1015,17.8,1876-07-01,27-1876,27
1016,17.8,1876-07-08,28-1876,28
1017,17.8,1876-07-15,29-1876,29
1018,17.8,1876-07-22,30-1876,30
1019,17.3,1876-08-01,31-1876,31
1020,17.3,1876-08-08,32-1876,32
1021,17.3,1876-08-15,33-1876,33
1022,17.3,1876-08-22,34-1876,34
1023,12.4,1876-09-01,35-1876,35
1024,12.4,1876-09-08,36-1876,36
1025,12.4,1876-09-15,37-1876,37
1026,12.4,1876-09-22,38-1876,38
1027,12.4,1876-09-29,39-1876,39
1028,11,1876-10-01,40-1876,40
1029,11,1876-10-08,41-1876,41
1030,11,1876-10-15,42-1876,42
1031,11,1876-10-22,43-1876,43
1032,2.5,1876-11-01,44-1876,44
1033,2.5,1876-11-08,45-1876,45
1034,2.5,1876-11-15,46-1876,46
1035,2.5,1876-11-22,47-1876,47
1036,3.2,1876-12-01,48-1876,48
1037,3.2,1876-12-08,49-1876,49
1038,3.2,1876-12-15,50-1876,50
1039,3.2,1876-12-22,51-1876,51
1040,3.2,1876-12-29,52-1876,52
1041,3.7,1877-01-01,1-1877,1
1042,3.7,1877-01-08,2-1877,2
1043,3.7,1877-01-15,3-1877,3
1044,3.7,1877-01-22,4-1877,4
1045,3.5,1877-02-01,5-1877,5
1046,3.5,1877-02-08,6-1877,6
1047,3.5,1877-02-15,7-1877,7
1048,3.5,1877-02-22,8-1877,8
1049,2.2,1877-03-01,9-1877,9
1050,2.2,1877-03-08,10-1877,10
1051,2.2,1877-03-15,11-1877,11
1052,2.2,1877-03-22,12-1877,12
1053,6.7,1877-04-01,13-1877,13
1054,6.7,1877-04-08,14-1877,14
1055,6.7,1877-04-15,15-1877,15
1056,6.7,1877-04-22,16-1877,16
1057,6.7,1877-04-29,17-1877,17
1058,10.1,1877-05-01,18-1877,18
1059,10.1,1877-05-08,19-1877,19
1060,10.1,1877-05-15,20-1877,20
1061,10.1,1877-05-22,21-1877,21
1062,18.1,1877-06-01,22-1877,22
1063,18.1,1877-06-08,23-1877,23
1064,18.1,1877-06-15,24-1877,24
1065,18.1,1877-06-22,25-1877,25
1066,16.9,1877-07-01,26-1877,26
1067,16.9,1877-07-08,27-1877,27
1068,16.9,1877-07-15,28-1877,28
1069,16.9,1877-07-22,29-1877,29
1070,16.9,1877-07-29,30-1877,30
1071,17.1,1877-08-01,31-1877,31
1072,17.1,1877-08-08,32-1877,32
1073,17.1,1877-08-15,33-1877,33
1074,17.1,1877-08-22,34-1877,34
1075,10.3,1877-09-01,35-1877,35
1076,10.3,1877-09-08,36-1877,36
1077,10.3,1877-09-15,37-1877,37
1078,10.3,1877-09-22,38-1877,38
1079,10.3,1877-09-29,39-1877,39
1080,7.6,1877-10-01,40-1877,40
1081,7.6,1877-10-08,41-1877,41
1082,7.6,1877-10-15,42-1877,42
1083,7.6,1877-10-22,43-1877,43
1084,6.4,1877-11-01,44-1877,44
1085,6.4,1877-11-08,45-1877,45
1086,6.4,1877-11-15,46-1877,46
1087,6.4,1877-11-22,47-1877,47
1088,1.2,1877-12-01,48-1877,48
1089,1.2,1877-12-08,49-1877,49
1090,1.2,1877-12-15,50-1877,50
1091,1.2,1877-12-22,51-1877,51
1092,1.2,1877-12-29,52-1877,52
1093,0.4,1878-01-01,1-1878,1
1094,0.4,1878-01-08,2-1878,2
1095,0.4,1878-01-15,3-1878,3
1096,0.4,1878-01-22,4-1878,4
1097,3.2,1878-02-01,5-1878,5
1098,3.2,1878-02-08,6-1878,6
1099,3.2,1878-02-15,7-1878,7
1100,3.2,1878-02-22,8-1878,8
1101,3.6,1878-03-01,9-1878,9
1102,3.6,1878-03-08,10-1878,10
1103,3.6,1878-03-15,11-1878,11
1104,3.6,1878-03-22,12-1878,12
1105,9.4,1878-04-01,13-1878,13
1106,9.4,1878-04-08,14-1878,14
1107,9.4,1878-04-15,15-1878,15
1108,9.4,1878-04-22,16-1878,16
1109,9.4,1878-04-29,17-1878,17
1110,13.2,1878-05-01,18-1878,18
1111,13.2,1878-05-08,19-1878,19
1112,13.2,1878-05-15,20-1878,20
1113,13.2,1878-05-22,21-1878,21
1114,15.5,1878-06-01,22-1878,22
1115,15.5,1878-06-08,23-1878,23
1116,15.5,1878-06-15,24-1878,24
1117,15.5,1878-06-22,25-1878,25
1118,16.1,1878-07-01,26-1878,26
1119,16.1,1878-07-08,27-1878,27
1120,16.1,1878-07-15,28-1878,28
1121,16.1,1878-07-22,29-1878,29
1122,16.1,1878-07-29,30-1878,30
1123,17.2,1878-08-01,31-1878,31
1124,17.2,1878-08-08,32-1878,32
1125,17.2,1878-08-15,33-1878,33
1126,17.2,1878-08-22,34-1878,34
1127,14.3,1878-09-01,35-1878,35
1128,14.3,1878-09-08,36-1878,36
1129,14.3,1878-09-15,37-1878,37
1130,14.3,1878-09-22,38-1878,38
1131,14.3,1878-09-29,39-1878,39
1132,9.8,1878-10-01,40-1878,40
1133,9.8,1878-10-08,41-1878,41
1134,9.8,1878-10-15,42-1878,42
1135,9.8,1878-10-22,43-1878,43
1136,3.9,1878-11-01,44-1878,44
1137,3.9,1878-11-08,45-1878,45
1138,3.9,1878-11-15,46-1878,46
1139,3.9,1878-11-22,47-1878,47
1140,-0.1,1878-12-01,48-1878,48
1141,-0.1,1878-12-08,49-1878,49
1142,-0.1,1878-12-15,50-1878,50
1143,-0.1,1878-12-22,51-1878,51
1144,-0.1,1878-12-29,52-1878,52
1145,-2.5,1879-01-01,1-1879,1
1146,-2.5,1879-01-08,2-1879,2
1147,-2.5,1879-01-15,3-1879,3
1148,-2.5,1879-01-22,4-1879,4
1149,0.4,1879-02-01,5-1879,5
1150,0.4,1879-02-08,6-1879,6
1151,0.4,1879-02-15,7-1879,7
1152,0.4,1879-02-22,8-1879,8
1153,2.3,1879-03-01,9-1879,9
1154,2.3,1879-03-08,10-1879,10
1155,2.3,1879-03-15,11-1879,11
1156,2.3,1879-03-22,12-1879,12
1157,6.8,1879-04-01,13-1879,13
1158,6.8,1879-04-08,14-1879,14
1159,6.8,1879-04-15,15-1879,15
1160,6.8,1879-04-22,16-1879,16
1161,6.8,1879-04-29,17-1879,17
1162,10.5,1879-05-01,18-1879,18
1163,10.5,1879-05-08,19-1879,19
1164,10.5,1879-05-15,20-1879,20
1165,10.5,1879-05-22,21-1879,21
1166,16,1879-06-01,22-1879,22
1167,16,1879-06-08,23-1879,23
1168,16,1879-06-15,24-1879,24
1169,16,1879-06-22,25-1879,25
1170,15.2,1879-07-01,26-1879,26
1171,15.2,1879-07-08,27-1879,27
1172,15.2,1879-07-15,28-1879,28
1173,15.2,1879-07-22,29-1879,29
1174,15.2,1879-07-29,30-1879,30
1175,17.3,1879-08-01,31-1879,31
1176,17.3,1879-08-08,32-1879,32
1177,17.3,1879-08-15,33-1879,33
1178,17.3,1879-08-22,34-1879,34
1179,14,1879-09-01,35-1879,35
1180,14,1879-09-08,36-1879,36
1181,14,1879-09-15,37-1879,37
1182,14,1879-09-22,38-1879,38
1183,14,1879-09-29,39-1879,39
1184,8.1,1879-10-01,40-1879,40
1185,8.1,1879-10-08,41-1879,41
1186,8.1,1879-10-15,42-1879,42
1187,8.1,1879-10-22,43-1879,43
1188,1.3,1879-11-01,44-1879,44
1189,1.3,1879-11-08,45-1879,45
1190,1.3,1879-11-15,46-1879,46
1191,1.3,1879-11-22,47-1879,47
1192,-7.7,1879-12-01,48-1879,48
1193,-7.7,1879-12-08,49-1879,49
1194,-7.7,1879-12-15,50-1879,50
1195,-7.7,1879-12-22,51-1879,51
1196,-7.7,1879-12-29,52-1879,52
1197,-2.8,1880-01-01,1-1880,1
1198,-2.8,1880-01-08,2-1880,2
1199,-2.8,1880-01-15,3-1880,3
1200,-2.8,1880-01-22,4-1880,4
1201,0.8,1880-02-01,5-1880,5
1202,0.8,1880-02-08,6-1880,6
1203,0.8,1880-02-15,7-1880,7
1204,0.8,1880-02-22,8-1880,8
1205,4.3,1880-03-01,9-1880,9
1206,4.3,1880-03-08,10-1880,10
1207,4.3,1880-03-15,11-1880,11
1208,4.3,1880-03-22,12-1880,12
1209,4.3,1880-03-29,13-1880,13
1210,9.1,1880-04-01,14-1880,14
1211,9.1,1880-04-08,15-1880,15
1212,9.1,1880-04-15,16-1880,16
1213,9.1,1880-04-22,17-1880,17
1214,11.7,1880-05-01,18-1880,18
1215,11.7,1880-05-08,19-1880,19
1216,11.7,1880-05-15,20-1880,20
1217,11.7,1880-05-22,21-1880,21
1218,15.6,1880-06-01,22-1880,22
1219,15.6,1880-06-08,23-1880,23
1220,15.6,1880-06-15,24-1880,24
1221,15.6,1880-06-22,25-1880,25
1222,15.6,1880-06-29,26-1880,26
1223,17.8,1880-07-01,27-1880,27
1224,17.8,1880-07-08,28-1880,28
1225,17.8,1880-07-15,29-1880,29
1226,17.8,1880-07-22,30-1880,30
1227,16.7,1880-08-01,31-1880,31
1228,16.7,1880-08-08,32-1880,32
1229,16.7,1880-08-15,33-1880,33
1230,16.7,1880-08-22,34-1880,34
1231,14.3,1880-09-01,35-1880,35
1232,14.3,1880-09-08,36-1880,36
1233,14.3,1880-09-15,37-1880,37
1234,14.3,1880-09-22,38-1880,38
1235,14.3,1880-09-29,39-1880,39
1236,7.8,1880-10-01,40-1880,40
1237,7.8,1880-10-08,41-1880,41
1238,7.8,1880-10-15,42-1880,42
1239,7.8,1880-10-22,43-1880,43
1240,4,1880-11-01,44-1880,44
1241,4,1880-11-08,45-1880,45
1242,4,1880-11-15,46-1880,46
1243,4,1880-11-22,47-1880,47
1244,4.6,1880-12-01,48-1880,48
1245,4.6,1880-12-08,49-1880,49
1246,4.6,1880-12-15,50-1880,50
1247,4.6,1880-12-22,51-1880,51
1248,4.6,1880-12-29,52-1880,52
1249,-6,1881-01-01,1-1881,1
1250,-6,1881-01-08,2-1881,2
1251,-6,1881-01-15,3-1881,3
1252,-6,1881-01-22,4-1881,4
1253,0.6,1881-02-01,5-1881,5
1254,0.6,1881-02-08,6-1881,6
1255,0.6,1881-02-15,7-1881,7
1256,0.6,1881-02-22,8-1881,8
1257,2.9,1881-03-01,9-1881,9
1258,2.9,1881-03-08,10-1881,10
1259,2.9,1881-03-15,11-1881,11
1260,2.9,1881-03-22,12-1881,12
1261,5.7,1881-04-01,13-1881,13
1262,5.7,1881-04-08,14-1881,14
1263,5.7,1881-04-15,15-1881,15
1264,5.7,1881-04-22,16-1881,16
1265,5.7,1881-04-29,17-1881,17
1266,12.5,1881-05-01,18-1881,18
1267,12.5,1881-05-08,19-1881,19
1268,12.5,1881-05-15,20-1881,20
1269,12.5,1881-05-22,21-1881,21
1270,15.7,1881-06-01,22-1881,22
1271,15.7,1881-06-08,23-1881,23
1272,15.7,1881-06-15,24-1881,24
1273,15.7,1881-06-22,25-1881,25
1274,19.2,1881-07-01,26-1881,26
1275,19.2,1881-07-08,27-1881,27
1276,19.2,1881-07-15,28-1881,28
1277,19.2,1881-07-22,29-1881,29
1278,19.2,1881-07-29,30-1881,30
1279,15.8,1881-08-01,31-1881,31
1280,15.8,1881-08-08,32-1881,32
1281,15.8,1881-08-15,33-1881,33
1282,15.8,1881-08-22,34-1881,34
1283,12.5,1881-09-01,35-1881,35
1284,12.5,1881-09-08,36-1881,36
1285,12.5,1881-09-15,37-1881,37
1286,12.5,1881-09-22,38-1881,38
1287,12.5,1881-09-29,39-1881,39
1288,5,1881-10-01,40-1881,40
1289,5,1881-10-08,41-1881,41
1290,5,1881-10-15,42-1881,42
1291,5,1881-10-22,43-1881,43
1292,6.5,1881-11-01,44-1881,44
1293,6.5,1881-11-08,45-1881,45
1294,6.5,1881-11-15,46-1881,46
1295,6.5,1881-11-22,47-1881,47
1296,1.4,1881-12-01,48-1881,48
1297,1.4,1881-12-08,49-1881,49
1298,1.4,1881-12-15,50-1881,50
1299,1.4,1881-12-22,51-1881,51
1300,1.4,1881-12-29,52-1881,52
1301,0.7,1882-01-01,1-1882,1
1302,0.7,1882-01-08,2-1882,2
1303,0.7,1882-01-15,3-1882,3
1304,0.7,1882-01-22,4-1882,4
1305,2.3,1882-02-01,5-1882,5
1306,2.3,1882-02-08,6-1882,6
1307,2.3,1882-02-15,7-1882,7
1308,2.3,1882-02-22,8-1882,8
1309,6.8,1882-03-01,9-1882,9
1310,6.8,1882-03-08,10-1882,10
1311,6.8,1882-03-15,11-1882,11
1312,6.8,1882-03-22,12-1882,12
1313,8.2,1882-04-01,13-1882,13
1314,8.2,1882-04-08,14-1882,14
1315,8.2,1882-04-15,15-1882,15
1316,8.2,1882-04-22,16-1882,16
1317,8.2,1882-04-29,17-1882,17
1318,12.2,1882-05-01,18-1882,18
1319,12.2,1882-05-08,19-1882,19
1320,12.2,1882-05-15,20-1882,20
1321,12.2,1882-05-22,21-1882,21
1322,14.6,1882-06-01,22-1882,22
1323,14.6,1882-06-08,23-1882,23
1324,14.6,1882-06-15,24-1882,24
1325,14.6,1882-06-22,25-1882,25
1326,17.1,1882-07-01,26-1882,26
1327,17.1,1882-07-08,27-1882,27
1328,17.1,1882-07-15,28-1882,28
1329,17.1,1882-07-22,29-1882,29
1330,17.1,1882-07-29,30-1882,30
1331,14.8,1882-08-01,31-1882,31
1332,14.8,1882-08-08,32-1882,32
1333,14.8,1882-08-15,33-1882,33
1334,14.8,1882-08-22,34-1882,34
1335,13.1,1882-09-01,35-1882,35
1336,13.1,1882-09-08,36-1882,36
1337,13.1,1882-09-15,37-1882,37
1338,13.1,1882-09-22,38-1882,38
1339,13.1,1882-09-29,39-1882,39
1340,9.4,1882-10-01,40-1882,40
1341,9.4,1882-10-08,41-1882,41
1342,9.4,1882-10-15,42-1882,42
1343,9.4,1882-10-22,43-1882,43
1344,4.4,1882-11-01,44-1882,44
1345,4.4,1882-11-08,45-1882,45
1346,4.4,1882-11-15,46-1882,46
1347,4.4,1882-11-22,47-1882,47
1348,1,1882-12-01,48-1882,48
1349,1,1882-12-08,49-1882,49
1350,1,1882-12-15,50-1882,50
1351,1,1882-12-22,51-1882,51
1352,1,1882-12-29,52-1882,52
1353,0.3,1883-01-01,1-1883,1
1354,0.3,1883-01-08,2-1883,2
1355,0.3,1883-01-15,3-1883,3
1356,0.3,1883-01-22,4-1883,4
1357,3.3,1883-02-01,5-1883,5
1358,3.3,1883-02-08,6-1883,6
1359,3.3,1883-02-15,7-1883,7
1360,3.3,1883-02-22,8-1883,8
1361,-1.3,1883-03-01,9-1883,9
1362,-1.3,1883-03-08,10-1883,10
1363,-1.3,1883-03-15,11-1883,11
1364,-1.3,1883-03-22,12-1883,12
1365,6.4,1883-04-01,13-1883,13
1366,6.4,1883-04-08,14-1883,14
1367,6.4,1883-04-15,15-1883,15
1368,6.4,1883-04-22,16-1883,16
1369,6.4,1883-04-29,17-1883,17
1370,13.4,1883-05-01,18-1883,18
1371,13.4,1883-05-08,19-1883,19
1372,13.4,1883-05-15,20-1883,20
1373,13.4,1883-05-22,21-1883,21
1374,17.2,1883-06-01,22-1883,22
1375,17.2,1883-06-08,23-1883,23
1376,17.2,1883-06-15,24-1883,24
1377,17.2,1883-06-22,25-1883,25
1378,17.1,1883-07-01,26-1883,26
1379,17.1,1883-07-08,27-1883,27
1380,17.1,1883-07-15,28-1883,28
1381,17.1,1883-07-22,29-1883,29
1382,17.1,1883-07-29,30-1883,30
1383,16.5,1883-08-01,31-1883,31
1384,16.5,1883-08-08,32-1883,32
